Utc,Bsp,Awa,Aws,Twa,Tws,Twd
42204.367684,3.69,-33,6.6,-60.1,4.41,97.9
42204.367696,,-34,6.9,,,98.3
42204.367708,3.69,-34,6.9,-60,4.76,98.3
42204.36772,3.69,-34,7.3,-61.5,4.92,96.2
42204.367731,,-34,7.3,-59.4,5.16,98.6
42204.367743,3.8,-34,7.3,-59.9,5.1,98.7
42204.367755,3.8,-35,7.4,-60.3,5.21,96.9
42204.367767,3.8,-35,7.4,-60.8,5.24,96.7
42204.367778,3.91,-35,7.6,-60.4,5.36,95.8
42204.36779,3.91,-35,7.6,-60,5.33,95.7
42204.367802,,-36,7.6,-60.8,5.37,94.6
42204.367813,4.02,-36,7.6,-61.5,5.3,93.6
42204.367825,4.02,-36,7.6,-62,5.33,93.5
42204.367837,4.13,-36,7.6,-61.8,5.23,92.8
42204.367849,4.24,-36,7.6,-62.6,5.18,90.7
42204.36786,,-37,7.9,-62.9,5.53,90.6
42204.367872,4.35,-36,7.7,-63.9,5.24,88.6
42204.367884,4.35,-35,7.5,-63.7,5.01,88.9
42204.367895,4.46,-36,7.4,-65.7,4.93,85.3
42204.367907,4.57,-36,7.5,-67.5,4.94,83.9
42204.367919,,-36,7.5,-66.9,5.01,84.5
42204.36793,4.68,-34,7.8,-63.6,5.07,86.5
42204.367942,4.79,-33,7.8,-63.1,4.94,85.9
42204.367954,4.79,-32,7.8,-61.7,4.87,87.3
42204.367966,4.79,-31,7.9,-59.6,4.88,89.4
42204.367978,4.79,-31,7.9,-59.2,4.87,88.5
42204.367989,,-30,7.8,-58,4.68,90.5
42204.368001,4.9,-30,8,-57.5,4.8,90.9
42204.368013,4.9,-30,8.3,-55.6,5,92.3
42204.368024,4.9,-31,8.1,-57.6,4.89,90
42204.368036,5.01,-30,8,-57.5,4.78,90.4
42204.368048,5.01,-30,7.7,-57.3,4.31,92
42204.36806,,-31,7.4,-61.2,4.16,89.2
42204.368071,5.01,-30,7,-63.2,3.76,89.3
42204.368083,4.9,-28,6.8,-60.7,3.48,93.8
42204.368095,4.9,-28,6.6,-60.3,3.46,96
42204.368106,4.79,-28,6.5,-61,3.21,97.8
42204.368118,,-27,6.4,-60.9,3.07,101.2
42204.36813,4.79,-26,6.2,-63.3,2.9,100.6
42204.368141,4.57,-26,6,-63,2.89,103.6
42204.368153,4.46,-27,5.9,-63.4,2.91,104.1
42204.368165,4.46,-31,5.8,-69.4,3.06,98.6
42204.368176,,-32,5.8,-71.1,3.16,98.2
42204.368188,4.35,-31,5.7,-70,3.08,103.1
42204.3682,4.24,-32,5.6,-70.7,3.12,102.5
42204.368211,4.13,-33,5.4,-72.5,3.05,102.6
42204.368223,4.02,-36,5.5,-72.8,3.32,103.4
42204.368235,4.02,-37,5.2,-78.3,3.17,101.2
42204.368247,,-35,5.3,-75.4,3.16,105.8
42204.368258,3.91,-36,5.1,-77.6,3.11,105.8
42204.36827,3.91,-38,5.3,-76.5,3.34,106.5
42204.368281,,,,,,
42204.368293,3.91,-41,5.3,-80.9,3.57,101.8
42204.368305,3.8,-41,6.1,-70.4,4.19,113.1
42204.368316,,-43,5.9,-74.7,4.16,109.8
42204.368328,3.8,-43,6,-74.4,4.26,111.6
42204.36834,3.8,-42,5.7,-76.1,3.97,108.8
42204.368352,3.8,-44,6.2,-73,4.43,111.1
42204.368363,3.8,-47,5.7,-80.7,4.18,103.4
42204.368375,,-44,5.4,-80.8,3.81,105.7
42204.368387,3.8,-44,5.2,-84.3,3.71,103.1
42204.368398,3.8,-45,5.5,-81,3.94,104.7
42204.36841,3.91,-47,5.3,-87.1,3.9,99.3
42204.368422,3.91,-44,5.3,-84.3,3.75,103.5
42204.368433,,-43,5.2,-84.5,3.62,104.3
42204.368445,3.91,-44,5.2,-85.6,3.68,103.3
42204.368457,3.91,-47,5.3,-87.1,3.92,102.4
42204.368468,4.02,-46,5.4,-86.5,3.91,103.9
42204.36848,4.02,-45,5.5,-84.3,3.92,106.1
42204.368492,,-45,5.5,-84.6,3.94,106.1
42204.368503,4.02,-45,5.5,-84.6,3.94,107.1
42204.368515,4.02,-46,5.4,-86.6,3.92,104.9
42204.368527,4.02,-47,5.4,-86.5,3.9,102.9
42204.368538,4.02,-47,5.2,-88.8,3.74,101.4
42204.36855,,-44,5.2,-85.9,3.58,106.6
42204.368561,4.02,-44,5.5,-81.4,3.76,111.6
42204.368573,4.02,-44,5.4,-82.7,3.7,113.3
42204.368585,4.02,-45,5,-89.5,3.49,108.8
42204.368597,4.02,-49,4.7,-97.7,3.54,104.9
42204.368608,,-49,4.6,-99.7,3.51,103.5
42204.36862,3.91,-53,5,-95.3,3.94,108.1
42204.368631,3.91,-55,4.7,-101.1,3.9,105.7
42204.368643,,,,,,
42204.368655,3.91,-56,4.2,-108.4,3.57,99.1
42204.368666,3.8,-57,3.6,-116.5,3.21,93.7
42204.368678,,-56,3.5,-117.7,3.13,95.5
42204.368689,3.69,-53,3.3,-118.5,2.89,95.5
42204.368701,3.69,-56,3.1,-123,2.9,91.4
42204.368713,3.69,-56,3.1,-123.1,2.88,92.6
42204.368724,3.69,-54,3,-124.7,2.8,93.9
42204.368736,,-54,3,-124.8,2.81,94.2
42204.368748,3.58,-54,3,-122.9,2.75,95.9
42204.368759,3.58,-54,3,-122.8,2.74,96.6
42204.368771,,,,,,
42204.368783,3.58,,,-122.9,2.75,95.9
42204.368794,3.58,,,-123,2.77,95.1
42204.368806,3.58,,,-122.8,2.73,93.6
42204.368818,3.47,,,-121.1,2.71,97.1
42204.368829,3.47,,,-121.4,2.76,94.5
42204.368841,3.47,,,-120.8,2.69,92.6
42204.368853,3.47,,,-121.1,2.73,92
42204.368864,3.36,,,-119.2,2.67,93.1
42204.368876,3.36,,,-119.2,2.69,91.1
42204.368888,3.36,,,-119,2.67,89.8
42204.368899,3.36,-53,3.8,-104,3.12,104.8
42204.368911,3.36,-52,3.8,-103.6,3.09,104.7
42204.368923,3.36,-53,3.7,-105.4,3.03,99
42204.368934,,-53,3.9,-102,3.16,102.3
42204.368946,3.36,-49,3.8,-101.7,2.98,103
42204.368958,3.36,-50,3.7,-104.2,2.98,99.6
42204.368969,3.36,-51,3.7,-103.9,2.94,99.4
42204.368981,3.36,-52,3.7,-105.3,3.04,99.9
42204.368993,,-52,3.7,-104.6,2.98,98.7
42204.369004,3.36,-53,3.8,-103.6,3.09,100.7
42204.369016,3.36,-51,3.9,-100.4,3.07,104.9
42204.369028,3.36,-51,3.9,-100.8,3.09,105
42204.369039,3.25,-52,4.3,-94.7,3.29,108.9
42204.369051,,-52,4.3,-92.9,3.37,113.3
42204.369063,3.25,-51,4.3,-93.3,3.39,113.2
42204.369074,3.25,-50,4.4,-90,3.37,114.6
42204.369086,3.25,-50,4.4,-89.5,3.35,114.6
42204.369098,3.36,-46,4.5,-86.4,3.22,118
42204.369109,3.36,-46,4.5,-86.8,3.27,117
42204.369121,,-46,4.5,-87.4,3.29,115.9
42204.369133,3.36,-47,4.4,-89.4,3.25,112.4
42204.369145,3.36,-47,4.4,-89.4,3.25,111.9
42204.369156,3.36,-45,4.4,-87.8,3.17,113.4
42204.369168,3.47,-45,4.4,-90.7,3.23,109.2
42204.369179,,-43,4.3,-90.4,3.04,109.5
42204.369191,3.47,-44,4.3,-90.5,3.05,104.5
42204.369203,3.47,-44,4.3,-90.5,3.04,102.9
42204.369214,3.47,-40,4.4,-84.7,2.89,108.2
42204.369226,3.47,-40,4.4,-85.1,2.93,107.2
42204.369238,,-38,4.5,-81.6,2.91,111.1
42204.369249,3.36,-41,4.7,-78.7,3.18,111.2
42204.369261,3.36,-40,4.7,-78.2,3.16,110.2
42204.369273,3.36,-39,4.9,-74.4,3.24,114
42204.369284,3.47,-38,4.9,-76.8,3.27,109.8
42204.369296,3.47,-38,4.9,-75.7,3.21,111
42204.369308,,-37,5.1,-71.9,3.29,111.7
42204.36932,3.47,-35,5,-71.9,3.17,110.5
42204.369331,3.47,-37,5.1,-71.8,3.31,109.8
42204.369343,3.47,-36,5,-73.7,3.39,106.1
42204.369354,3.47,-36,5,-74.3,3.28,105.9
42204.369366,,-36,5.2,-69.9,3.35,104.6
42204.369378,3.47,-35,5.3,-68.8,3.43,105.7
42204.369389,3.47,-33,5.4,-65.3,3.4,108.1
42204.369401,3.58,-34,5.2,-69.1,3.23,102
42204.369413,3.58,-34,5.2,-69.7,3.24,100.8
42204.369424,,-31,5.5,-61.9,3.27,107.2
42204.369436,3.58,-30,5.5,-60.1,3.21,107.5
42204.369447,3.58,-30,5.3,-62.9,3.09,104
42204.369459,3.58,-30,5.4,-61.7,3.15,104.2
42204.369471,3.47,-30,5.4,-60.9,3.23,103.6
42204.369482,,-28,5.6,-57,3.32,106
42204.369494,3.47,-27,6,-52.2,3.57,109.1
42204.369506,3.47,-26,6.4,-47.6,3.82,111.7
42204.369517,3.36,-26,6.4,-46.9,3.89,111.6
42204.369529,3.36,-26,6.4,-46.9,3.89,112.7
42204.369541,3.36,-25,6.4,-45.8,3.84,113.9
42204.369552,,-27,6.3,-46.7,3.77,111.4
42204.369564,3.36,-26,6.2,-47.3,3.68,112.8
42204.369576,3.25,-26,6,-48.9,3.63,113.6
42204.369587,3.25,-26,5.7,-50.1,3.34,113
42204.369599,3.25,-28,5.7,-52.3,3.44,110.7
42204.369611,,-28,5.7,-51.7,3.41,111.9
42204.369622,3.25,-29,5.4,-55.5,3.24,107.5
42204.369634,3.14,-29,5.5,-55.1,3.44,110.5
42204.369646,3.14,-27,5.4,-53,3.22,113.1
42204.369657,3.14,-27,5.5,-51.6,3.29,111.8
42204.369669,,-26,5.5,-51.9,3.29,113.7
42204.369681,3.03,-24,5.6,-48.2,3.36,117.8
42204.369692,3.03,-25,5.6,-47.9,3.35,116.9
42204.369704,3.03,-25,6.2,-44.8,3.89,120.1
42204.369715,3.03,-24,6.4,-42.9,4.04,122
42204.369727,,-24,6.2,-43.8,3.86,122.2
42204.369739,3.03,-24,6,-46.1,3.72,120
42204.36975,3.03,-23,5.7,-48.1,3.46,119.7
42204.369762,3.03,-25,5.6,-49.4,3.41,116.6
42204.369774,3.03,-25,5.6,-50.2,3.43,116.5
42204.369785,3.03,-25,5.6,-50.2,3.43,117.6
42204.369797,,-25,5.4,-49.8,3.2,115.5
42204.369809,3.03,-25,5.4,-51.4,3.26,117.4
42204.369821,3.03,-24,5.5,-49.6,3.3,119.1
42204.369832,2.92,-24,5.5,-49.8,3.4,120.2
42204.369844,2.92,-24,5.5,-49.8,3.4,120.2
42204.369856,,-24,5.5,-50.6,3.44,121.1
42204.369867,2.92,-24,5.5,-49,3.38,121.3
42204.369879,2.81,-25,5.5,-49.7,3.51,122.4
42204.36989,2.81,-26,5.3,-52.7,3.4,121.1
42204.369902,2.81,-27,5.4,-52.4,3.5,119.7
42204.369914,,-25,5.2,-53.1,3.3,122.4
42204.369925,2.81,-26,5,-53.9,3.11,120.3
42204.369937,2.81,-27,5.2,-53.6,3.33,120.6
42204.369949,2.81,-28,5.3,-54,3.46,119.1
42204.36996,2.81,-28,5.1,-57.2,3.35,118.4
42204.369972,,-30,5.2,-57,3.47,117.3
42204.369984,2.7,-31,5.1,-58.3,3.5,115.6
42204.369995,2.7,-31,5.2,-58.5,3.62,116.1
42204.370007,2.7,-30,5.3,-55.6,3.62,117.2
42204.370019,2.59,-30,5.4,-55.4,3.82,118.8
42204.37003,,-29,5.2,-55.6,3.6,118.7
42204.370042,2.59,-29,5,-59.6,3.5,116.6
42204.370054,2.7,-30,4.9,-61,3.35,112.3
42204.370065,2.7,-33,4.8,-64.3,3.34,108.1
42204.370077,2.7,-33,4.8,-66.4,3.41,107.6
42204.370089,,-34,4.7,-68.4,3.35,106.5
42204.3701,2.7,-35,4.9,-66.8,3.55,106.4
42204.370112,2.7,-36,5.1,-67.2,3.79,106.7
42204.370124,2.81,-37,5.2,-67.2,3.82,105.1
42204.370135,2.81,-36,5.3,-65.4,3.87,107
42204.370147,,-36,5.4,-64.7,3.97,107.7
42204.370159,2.81,-39,5.6,-66,4.23,105.5
42204.37017,2.81,-39,5.7,-65.3,4.32,106.2
42204.370182,2.81,-39,5.7,-61.8,4.2,105.9
42204.370194,2.81,-39,5.7,-60.8,4.18,106.2
42204.370205,,-34,5.6,-56.1,3.9,112.8
42204.370217,2.81,-31,5.6,-51.3,3.7,116
42204.370229,2.92,-28,5.6,-48.9,3.5,118.1
42204.37024,2.92,-26,5.4,-47.8,3.23,119.2
42204.370252,2.92,-25,5.4,-47.5,3.22,120.2
42204.370264,,-25,5.2,-48.8,3.04,118.9
42204.370275,2.81,-24,5.3,-46.2,3.17,120.9
42204.370287,2.81,-25,5.1,-48.7,3.03,118.4
42204.370299,2.7,-24,5,-47.3,2.97,120.2
42204.37031,2.7,-24,5.2,-47.1,3.19,121.3
42204.370322,,-25,5,-49.4,3.05,118.9
42204.370334,2.7,-27,4.9,-50.4,2.97,116.3
42204.370345,2.7,-26,4.8,-50,2.84,116.7
42204.370357,2.7,-25,4.7,-51.6,2.78,116.7
42204.370369,2.7,-26,4.7,-52.7,2.83,115.6
42204.37038,,-28,4.6,-55.7,2.83,112.6
42204.370392,2.59,-30,4.6,-55.9,2.94,111
42204.370404,2.59,-30,4.6,-55.9,2.94,111
42204.370415,2.59,-30,5.3,-53.2,3.62,115.4
42204.370427,2.59,-28,5.1,-52.2,3.36,117.4
42204.370439,,-31,4.9,-54.7,3.24,111.1
42204.37045,2.59,-31,4.9,-54.7,3.24,111.1
42204.370462,2.59,-31,4.9,-54.7,3.24,112.2
42204.370474,2.59,-31,4.9,-52.8,3.17,111.3
42204.370485,2.59,,,-55.7,3.28,111
42204.370497,2.48,,,-52.9,3.27,112.5
42204.370509,2.48,,,-52.9,3.27,111.5
42204.37052,2.48,-32,4.1,-62.6,2.67,101.7
42204.370532,,-33,4,-66.4,2.64,98.9
42204.370544,2.48,-34,4.1,-62.5,2.66,96.7
42204.370555,2.48,-38,4.3,-63.9,2.96,87
42204.370567,2.48,-36,4.4,-60.5,2.97,90.4
42204.370579,2.48,-21,4.2,-52.3,2.69,90.6
42204.370591,2.37,-21,4.2,-44.7,2.22,92.3
42204.370602,2.37,-13,4.7,-34.2,2.58,99.5
42204.370614,2.37,-4,4.6,-30.7,2.41,88.2
42204.370625,2.37,-4,4.6,-21.3,2.3,97.5
42204.370637,2.26,1,4.6,-12.3,2.35,99.5
42204.370649,2.04,1,4.6,-10,2.34,94
42204.37066,,-1,4.2,-5.8,2.16,89.3
42204.370672,2.04,2,4.1,5.5,2.06,87.3
42204.370684,2.04,2,4.1,10.9,2.07,90
42204.370695,1.93,11,3.5,36.8,1.79,106.7
42204.370707,1.93,11,3.5,36.9,1.79,99.9
42204.370718,,13,3.5,39.3,1.84,102.4
42204.37073,1.93,17,3.4,46.4,1.89,105.2
42204.370742,1.93,17,3.4,48.3,1.92,105.8
42204.370753,1.93,24,3.7,47.5,2.27,109.6
42204.370765,1.93,24,3.7,49.5,2.31,110.9
42204.370777,,20,3.7,46.7,2.23,106.8
42204.370789,1.93,22,3.5,49.1,2.08,110.6
42204.3708,1.93,23,4.1,49.1,2.08,112.2
42204.370812,1.93,25,4.2,45.3,2.76,108.2
42204.370824,1.93,24,4,47.1,2.8,108.4
42204.370835,,24,4,47.2,2.58,108.6
42204.370847,1.93,28,3.7,51.9,2.39,113
42204.370858,1.93,26,3.6,51.9,2.39,111.4
42204.37087,1.93,25,3.6,53,2.29,111.2
42204.370882,1.82,28,3.6,55.6,2.46,109.6
42204.370894,1.82,28,3.6,51.9,2.37,107.4
42204.370905,,30,3.6,53.9,2.43,108.4
42204.370917,1.82,28,3.5,64,2.53,108.9
42204.370929,1.82,31,3.7,58.2,2.64,105.4
42204.37094,1.71,33,3.6,56.3,2.59,104.9
42204.370952,1.6,33,3.6,67.7,2.9,105.9
42204.370964,,30,3.6,64.4,2.81,101.6
42204.370975,1.6,35,3.6,61.2,2.78,103.2
42204.370987,1.6,34,3.5,66.6,2.76,103.5
42204.370999,1.6,36,3.6,62.2,2.8,101.3
42204.371011,1.71,35,3.7,67.5,2.83,103.3
42204.371022,1.82,37,3.7,65.1,2.79,102.8
42204.371034,,38,3.9,62.7,2.98,101.6
42204.371046,1.93,37,3.8,67,2.88,104.1
42204.371057,1.93,36,3.7,66.8,2.75,104
42204.371069,2.04,38,3.7,66.4,2.68,106.5
42204.371081,2.04,42,3.6,73.9,2.74,113.8
42204.371092,,37,3.6,69.9,2.61,109.4
42204.371104,2.04,39,4,62.8,2.93,105.2
42204.371116,2.04,34,3.7,67.4,2.66,105.3
42204.371127,2.04,33,3.6,63.3,2.47,104.1
42204.371139,2.04,34,3.6,64.6,2.51,104.3
42204.371151,,34,3.4,69.3,2.39,106.7
42204.371162,2.04,33,3.4,65.9,2.29,103.8
42204.371174,2.04,34,3.7,63.2,2.58,98.6
42204.371186,2.15,34,3.6,69.5,2.53,103.6
42204.371197,2.15,34,3.6,69.2,2.52,101.5
42204.371209,2.15,35,3.6,70.3,2.55,101.8
42204.371221,,36,3.6,69.8,2.53,101.5
42204.371232,2.26,35,3.7,70.2,2.56,100.6
42204.371244,2.26,34,3.6,71.8,2.49,99.4
42204.371256,2.26,36,3.8,67,2.62,97.7
42204.371267,2.37,38,4,69.8,2.85,99.2
42204.371279,,38,4.1,67.1,2.89,96.6
42204.371291,2.37,40,4.2,66.1,2.99,96.4
42204.371302,2.48,38,4.3,66.3,3,94.4
42204.371314,2.48,39,4.4,66.6,3.14,92.6
42204.371326,2.48,36,4.4,64.4,3.08,89.4
42204.371337,,37,4.3,66.6,3.02,89.6
42204.371349,2.59,39,4.3,68.1,2.98,91.4
42204.37136,2.59,41,4.2,71.8,2.99,92.1
42204.371372,2.59,45,4.2,73.3,3.02,93.2
42204.371384,2.59,47,4.3,72.5,3.11,92
42204.371395,,48,4.3,73.7,3.15,90.2
42204.371407,2.7,47,4.4,73.4,3.18,88.9
42204.371419,2.7,47,4.4,73.4,3.18,87.9
42204.371431,2.81,45,4.5,71.9,3.14,85.4
42204.371442,2.81,47,4.5,73.4,3.21,87.7
42204.371454,2.92,45,4.5,73.2,3.11,87.4
42204.371466,,44,4.5,72.8,3.09,85.4
42204.371477,2.92,44,4.3,76.3,2.97,88.1
42204.371489,2.92,46,4.3,78.6,3.06,89.4
42204.371501,2.92,43,4.4,76.2,3.09,86
42204.371512,2.92,44,4.9,72.5,3.57,79.6
42204.371524,,46,4.9,73.2,3.59,80.7
42204.371536,3.03,47,4.8,77.1,3.53,83.7
42204.371547,3.03,46,4.8,75.9,3.48,81.6
42204.371559,3.14,47,4.7,80.8,3.46,82.9
42204.37157,3.14,48,4.7,82.4,3.53,81.1
42204.371582,,45,4.6,79.7,3.29,81.8
42204.371594,3.36,46,4.6,86.6,3.39,85.5
42204.371605,3.47,46,4.6,87.9,3.36,84.4
42204.371617,3.58,44,4.8,85.1,3.4,85.6
42204.371629,3.58,45,5,83.4,3.6,82
42204.37164,,46,5.3,81.7,3.92,78.7
42204.371652,3.8,47,5.3,84.4,3.85,82.2
42204.371664,3.91,48,5.5,84.8,4.04,84.7
42204.371676,,,,,,
42204.371687,3.91,48,5.5,85.6,4.09,82.9
42204.371699,4.13,48,5.6,87.4,4.15,85.2
42204.371711,,46,5.6,85.5,4.03,84
42204.371722,4.24,48,5.7,87.9,4.19,85.8
42204.371734,4.35,45,5.9,83.4,4.07,83.9
42204.371746,4.46,46,5.9,87.3,4.24,85.8
42204.371757,4.46,44,5.9,85.3,4.12,83.6
42204.371769,,43,6.1,82.1,4.22,81.3
42204.371781,4.57,42,6.1,83.3,4.19,82
42204.371793,4.57,44,6.2,84.4,4.41,83.1
42204.371804,4.57,44,6.3,83.2,4.45,82.2
42204.371816,4.68,45,6.3,85.9,4.53,84.9
42204.371828,,46,6.4,86,4.66,86.1
42204.371839,4.79,49,6.3,90.7,4.71,90.6
42204.371851,4.9,52,6.3,94.6,4.94,92
42204.371863,4.9,54,6.2,97.2,4.93,94.8
42204.371875,5.01,51,5.9,98.9,4.53,93.7
42204.371886,,51,5.9,98.5,4.5,91.5
42204.371898,5.12,50,5.8,100.4,4.4,92.3
42204.37191,5.23,47,5.5,106.9,4.43,96.8
42204.371922,5.34,47,5.5,105.1,4.06,94.8
42204.371933,5.34,49,5.4,107.8,4.13,96.5
42204.371945,5.45,49,5.4,107.6,4.14,97.5
42204.371957,,53,5.4,111.6,4.48,101.3
42204.371969,5.45,50,5.1,113.9,4.14,102.5
42204.37198,5.45,50,5.1,113.8,4.12,103.6
42204.371992,5.56,49,5.1,114.7,4.07,104.4
42204.372004,5.67,49,5.1,116.1,4.12,105.9
42204.372015,,47,5,116.6,3.91,106.7
42204.372027,5.67,45,5.7,105.7,4.04,94.5
42204.372039,5.78,44,5.7,106.8,4.04,95.3
42204.37205,5.89,43,5.8,106.3,4.02,94.9
42204.372062,6,43,5.8,107.9,4.08,95.4
42204.372074,6.11,43,5.8,107.9,4.07,95.4
42204.372086,,40,5.7,109.4,3.8,98.1
42204.372097,6.22,40,5.7,110.9,3.82,99.7
42204.372109,6.22,38,5.7,110.1,3.61,101.2
42204.372121,6.22,39,5.9,107.4,3.79,97.1
42204.372132,6.22,39,5.9,107.3,3.78,99.3
42204.372144,,37,6.2,101.7,3.76,92.2
42204.372156,6.22,35,6.3,98.8,3.59,90.6
42204.372167,6.22,37,6.6,95.6,3.93,86.1
42204.372179,6.33,36,6.6,96.7,3.88,86.2
42204.372191,6.33,36,6.6,96.9,3.93,85.1
42204.372202,,35,6.6,96.1,3.83,83.4
42204.372214,6.33,36,6.8,93.9,4,80.1
42204.372226,6.33,36,6.7,95.3,3.95,81.7
42204.372237,6.33,36,6.8,93.9,4.01,81.2
42204.372249,6.44,37,6.9,95.5,4.02,82.9
42204.372261,6.44,38,6.8,97,4.18,84.6
42204.372273,,37,7,93.6,4.17,81
42204.372284,6.55,38,6.9,97.2,4.24,84.8
42204.372296,6.55,39,7.1,95.3,4.42,81.9
42204.372308,6.55,38,7,95.9,4.28,83.6
42204.372319,6.55,39,7,96.7,4.39,83.3
42204.372331,,42,6.9,100.1,4.64,87.8
42204.372343,6.55,41,6.8,100.7,4.47,86.4
42204.372355,6.55,42,6.8,101.5,4.58,87
42204.372367,6.55,43,6.6,104.7,4.64,90
42204.372378,6.66,44,6.5,107.8,4.67,93.2
42204.37239,6.66,46,6.5,108.9,4.87,95.3
42204.372402,,47,6.6,108.4,4.97,94.9
42204.372413,6.66,48,6.6,108.9,5.05,97.6
42204.372425,6.66,49,6.5,110.5,5.09,98.3
42204.372437,6.66,49,6.6,109.5,5.12,99.2
42204.372449,6.66,52,6.5,112.2,5.32,101.1
42204.37246,,52,6.4,113.2,5.27,103.1
42204.372472,6.66,54,6.3,115.2,5.38,104.3
42204.372484,6.55,56,6.3,115.2,5.53,104.2
42204.372496,6.55,56,6.1,117.2,5.45,105
42204.372507,6.55,55,6.1,116.7,5.34,102.6
42204.372519,,60,6.1,119.3,5.8,107.8
42204.372531,6.55,55,6.2,115.8,5.44,103.3
42204.372542,6.55,56,6.3,115.3,5.56,104
42204.372554,6.55,52,6.4,112.3,5.32,103.6
42204.372566,6.55,53,6.3,113.7,5.3,105.4
42204.372577,,53,6.3,113.8,5.36,108.1
42204.372589,6.55,51,6.1,114.7,5.02,111.6
42204.372601,6.55,54,6.2,115,5.29,111.1
42204.372613,,,,,,
42204.372624,6.55,52,6.1,115.2,5.08,114.2
42204.372636,6.55,54,6.3,114.1,5.35,112.2
42204.372648,,51,6.3,112.5,5.09,111.5
42204.37266,6.55,53,6.1,115.6,5.14,111.8
42204.372671,6.55,50,6.1,114.2,4.88,112.3
42204.372683,6.55,51,5.9,116.8,4.87,113.1
42204.372695,6.55,51,5.9,116.9,4.9,115
42204.372706,,50,5.8,117.6,4.77,114.7
42204.372718,6.55,51,5.7,119.2,4.81,115.3
42204.37273,6.55,49,5.6,119.7,4.63,116.7
42204.372742,6.44,51,5.6,119.2,4.73,115.3
42204.372753,6.44,50,5.6,118.9,4.67,115.8
42204.372765,,48,5.6,118.2,4.53,116.9
42204.372777,6.33,48,5.6,116.9,4.46,117.9
42204.372789,6.33,47,5.7,115.2,4.4,118
42204.3728,6.33,48,5.7,115.6,4.51,118.6
42204.372812,6.44,51,6.1,114.3,4.34,119.4
42204.372824,,51,6.1,113.6,4.99,116.4
42204.372836,6.44,46,6.2,109.8,4.59,116.7
42204.372847,6.44,45,6,111.7,4.37,118.1
42204.372859,6.44,45,6,111.6,4.37,118
42204.372871,6.44,41,5.9,111.1,3.97,118.8
42204.372882,,41,5.9,111.1,3.96,116.8
42204.372894,6.44,37,5.8,111.3,3.57,118
42204.372906,6.44,31,5.9,107.8,3.07,114.3
42204.372917,6.44,31,5.9,107.8,3.09,114.2
42204.372929,6.44,27,6.3,98.1,2.81,105.4
42204.372941,6.33,27,6.3,96,2.88,102.7
42204.372952,,26,6.3,95.5,2.8,102.1
42204.372964,6.33,27,6.6,90,3.04,98.4
42204.372976,6.22,27,6.6,88,3.08,96.1
42204.372987,6.22,29,7.2,79.7,3.58,87.6
42204.372999,6.33,29,7.2,82.6,3.71,90.8
42204.373011,,29,7.3,81.3,3.79,89.4
42204.373022,6.33,31,8,74.2,4.32,87.9
42204.373034,6.33,36,7.9,74.5,4.35,82.9
42204.373046,6.33,39,8,83.1,5.08,92.3
42204.373057,6.44,44,7.9,90.6,5.54,91.8
42204.373069,,44,7.9,90.9,5.46,92.1
42204.373081,6.44,49,7.6,97.8,5.71,91.3
42204.373092,6.55,52,7.2,104.5,5.75,94.4
42204.373104,6.55,52,6.8,108.2,5.48,98.2
42204.373116,6.66,53,6.7,109.1,5.46,88.3
42204.373128,6.66,53,6.7,110.6,5.46,84
42204.373139,,53,5.7,121,5.07,89.5
42204.373151,6.77,52,5.5,124,4.9,88.5
42204.373163,6.77,46,5.3,125.1,4.36,86.6
42204.373174,6.66,46,5.5,121.2,4.31,81.7
42204.373186,6.66,46,5.5,121.2,4.34,79.7
42204.373198,,43,5.5,120.4,4.07,78.9
42204.37321,6.55,43,5.6,117.7,4.06,75.2
42204.373221,6.55,49,5.4,122.1,4.49,79.7
42204.373233,6.44,42,5.3,120.6,3.87,78.1
42204.373245,6.33,48,4.9,126.1,4.23,83.9
42204.373256,6.33,41,4.8,127,3.63,83.7
42204.373268,,45,4.6,130.2,3.92,85.9
42204.37328,6.22,41,4.3,133.9,3.52,88.7
42204.373291,6.22,37,4,139.6,3.32,92.4
42204.373303,6.22,39,3.8,142,3.45,92.7
42204.373314,6.22,31,3.7,146.4,3.03,95.1
42204.373326,,28,3.5,151,2.98,98.8
42204.373338,6.22,23,3.4,155.7,2.79,101.5
42204.373349,6.11,25,3.2,156,2.9,103.7
42204.373361,6.11,23,3,159.8,2.95,107.5
42204.373373,6.11,22,2.8,162.6,3.02,110.3
42204.373384,,22,2.5,165.4,3.22,114
42204.373396,6.11,26,2.4,164.4,3.36,115.2
42204.373408,6.11,26,2.2,166.3,3.48,117
42204.37342,6.11,30,2,166.5,3.67,118.2
42204.373431,,,,,,
42204.373443,6.11,23,2,169.1,3.53,119.8
42204.373454,,38,2.1,163,3.78,112.7
42204.373466,6,37,2,164,3.75,114.6
42204.373478,6,33,2.1,164.2,3.6,112.8
42204.373489,6,33,2,165.2,3.66,113.9
42204.373501,6,27,1.9,168.1,3.58,117.8
42204.373513,6,28,1.8,168.6,3.66,117.3
42204.373524,,40,1.7,166.3,3.95,115
42204.373536,6,34,1.5,169.5,3.93,118.1
42204.373548,6,28,1.9,167.8,3.59,116.4
42204.373559,6,30,2,166.2,3.59,114.9
42204.373571,6,25,2,168,3.49,118.7
42204.373583,,30,1.9,167.1,3.64,118.8
42204.373594,5.89,32,1.9,166.1,3.59,118
