Utc,Bsp,Awa,Aws,Twa,Tws,Twd
42204.494827,,-35,12.1,-67.9,8.16,123
42204.494839,6.77,-37,12.5,-68.8,8.67,120.8
42204.49485,6.77,-39,11.9,-68.8,8.66,122
42204.494862,6.88,-40,11.7,-75.7,8.25,115.8
42204.494874,6.99,-40,11.8,-75.8,8.12,115.3
42204.494885,6.99,-40,11.8,-75.4,8.21,113.7
42204.494897,,-37,12.1,-70.5,8.07,120.5
42204.494909,6.99,-36,12.1,-69.1,7.95,121.9
42204.494921,6.88,-35,11.8,-68.6,7.69,122.7
42204.494932,6.88,-38,11.6,-72.5,7.92,120
42204.494944,6.88,-40,11.2,-71.8,7.73,121
42204.494956,,-41,11.1,-77.3,7.7,113.5
42204.494968,6.88,-41,10.9,-78,7.56,114
42204.494979,6.99,-41,10.7,-78.8,7.33,112
42204.494991,6.99,-42,10.7,-79.8,7.43,110
42204.495003,6.99,-42,10.6,-79.9,7.39,108.7
42204.495014,6.99,-41,11,-77.2,7.51,111.5
42204.495026,,-37,10.8,-73.8,6.84,115.7
42204.495038,6.88,-39,11.8,-73.1,8.07,116.9
42204.495049,6.88,-40,11.6,-74.7,7.96,116.1
42204.495061,6.88,-41,11.1,-74.6,7.95,114.2
42204.495073,6.88,-40,11.1,-75,7.49,114.6
42204.495085,,-39,11.2,-73.3,7.43,117.2
42204.495096,6.88,-38,11.6,-71.3,7.73,118.5
42204.495108,6.77,-37,12.3,-68.9,8.42,122.6
42204.49512,6.77,-36,11.9,-69.9,8.06,120.9
42204.495131,6.66,-34,12,-67,8.11,123.4
42204.495143,6.66,-33,12.1,-65.5,8.13,124
42204.495155,,-34,12.1,-66.8,8.22,120.5
42204.495166,6.66,-34,12.6,-64.6,8.64,122.5
42204.495178,6.66,-36,12.4,-67.9,8.69,119.1
42204.49519,6.77,-35,12.3,-67.2,8.34,120.6
42204.495202,6.77,-34,12.7,-64.2,8.6,122.5
42204.495213,,-33,12.5,-63.6,8.34,123.2
42204.495225,6.88,-33,12.3,-65.7,8.19,121.4
42204.495237,6.88,-34,12.1,-67.7,8.11,121.3
42204.495248,6.88,-35,12.1,-69.1,8.19,118
42204.49526,6.88,-37,12.6,-70.2,8.88,118.9
42204.495271,,-37,12.9,-68.5,9.02,120.1
42204.495283,6.88,-36,13.1,-66.5,9.1,123.1
42204.495295,6.99,-35,13.1,-65.5,8.9,125
42204.495306,6.99,-35,13.1,-65.8,8.97,125.8
42204.495318,7.1,-35,12.7,-67.6,8.54,124
42204.49533,,-35,12.5,-68.1,8.33,124.4
42204.495341,7.21,-36,12.3,-70.2,8.13,123
42204.495353,7.21,-38,12.6,-71.7,8.66,126.8
42204.495365,7.21,-37,12.9,-69.1,8.71,129
42204.495377,7.21,-31,12.5,-61.3,7.78,139
42204.495388,,-36,13.4,-66.5,9.12,134.7
42204.4954,7.1,-37,12.8,-69.4,8.75,131.1
42204.495412,6.99,-36,12.5,-69,8.48,130.7
42204.495424,,,,,,
42204.495435,6.99,-36,12.4,-68.6,8.32,127.8
42204.495447,6.88,-34,12,-66.8,7.89,126
42204.495459,,-36,11.7,-70.7,7.83,121
42204.49547,6.88,-37,11.5,-72.2,7.76,116.4
42204.495482,6.88,-37,12.7,-67.7,8.77,119.8
42204.495494,6.77,-37,12.5,-69.8,8.81,117.3
42204.495505,6.77,-36,11.9,-71.1,8.28,116.3
42204.495517,,-37,12,-72.2,8.51,114.3
42204.495529,6.88,-38,12.6,-72.1,9.12,115.2
42204.495541,6.88,-39,12.8,-72.5,9.38,116.8
42204.495552,6.88,-40,12.5,-74.2,9.1,111.7
42204.495564,6.88,-41,12.4,-76.4,9.25,113.9
42204.495576,,-41,12.3,-76.1,9.05,112.9
42204.495587,6.99,-40,12.2,-76.5,8.99,114.8
42204.495599,6.99,-40,12.2,-76,8.88,115.1
42204.495611,7.1,-41,12.2,-77.9,8.99,113.2
42204.495623,7.1,-39,12.2,-75.1,8.69,115.8
42204.495634,,-41,11.8,-78.8,8.58,113
42204.495646,7.21,-42,11.9,-80,8.72,112.7
42204.495658,7.32,-42,12,-80.1,8.76,113.5
42204.49567,7.32,-43,11.5,-83,8.46,110.5
42204.495681,7.32,-45,11.3,-85.4,8.57,110
42204.495693,,-45,11.3,-85.4,8.39,110.9
42204.495705,7.32,-46,11.3,-86.6,8.54,111.8
42204.495716,7.32,-48,10.7,-91.5,8.39,108.1
42204.495728,7.32,-48,10.7,-91,8.34,108.5
42204.49574,7.32,-50,10.8,-92.9,8.66,109.6
42204.495752,7.32,-50,10.8,-92.6,8.57,108.8
42204.495763,,-52,11.3,-93,9.29,110.5
42204.495775,7.43,-50,11.7,-89.9,9.22,113.3
42204.495787,7.43,-50,11.7,-90,9.23,113.2
42204.495798,7.43,-49,11.1,-91.1,8.65,112.1
42204.49581,7.43,-49,11.1,-90.6,8.5,111.4
42204.495822,,-49,10.8,-91.6,8.24,110.3
42204.495833,7.43,-50,11.4,-90.4,8.84,111.5
42204.495845,7.43,-51,11,-90.1,8.72,112.7
42204.495857,7.43,-49,10.7,-92.3,8.1,110.5
42204.495869,7.32,-48,10.9,-89.5,8.25,110.5
42204.49588,,-48,10.9,-89.4,8.22,110.4
42204.495892,7.32,-47,10.6,-89.6,7.81,111.1
42204.495904,7.32,-47,10.5,-89.9,7.84,111.1
42204.495915,7.32,-49,10.4,-92,7.99,108.9
42204.495927,7.21,-49,11.2,-87.9,8.52,112
42204.495939,7.21,-49,11.2,-88.8,8.59,112.2
42204.495951,,-47,10,-91.5,7.46,108.7
42204.495962,7.21,-46,9.8,-91.2,7.33,110.1
42204.495974,7.1,-45,9.7,-89.4,7.07,110.6
42204.495986,7.21,-46,9.6,-90.6,7.04,110.3
42204.495998,7.21,-47,9.8,-90.2,6.88,110.3
42204.496009,7.32,-46,9.7,-90.2,6.92,112.1
42204.496021,,-45,9.6,-89.8,6.71,114.5
42204.496033,7.32,-45,9.6,-89.2,6.72,113
42204.496044,7.32,-44,9.9,-86.7,6.85,115.8
42204.496056,7.32,-42,10.1,-83.7,6.77,116.8
42204.496068,7.21,-42,10.7,-81.4,7.43,119.5
42204.49608,,-42,10.8,-81.5,7.57,120.7
42204.496091,7.1,-41,11,-80.2,7.75,118.2
42204.496103,6.88,-41,10.9,-80.5,7.89,118.6
42204.496115,6.77,-42,11.3,-79.2,8.39,120.9
42204.496126,6.77,-42,11.9,-78.6,9.03,119
42204.496138,,-42,12,-78.3,9.13,120.3
42204.49615,6.77,-43,12.1,-78.8,9.19,116.5
42204.496161,6.88,-42,12.5,-77.6,9.55,117.9
42204.496173,6.88,-43,12.7,-77.6,9.72,117.7
42204.496185,6.99,-44,12.9,-78.1,9.75,116.6
42204.496196,6.99,-44,13,-77.7,9.83,117
42204.496208,,-44,12.8,-78.2,9.65,117.5
42204.49622,7.21,-42,12.8,-77,9.39,119.7
42204.496232,7.21,-40,12.9,-74.3,9.21,121.3
42204.496243,7.32,-40,12.4,-75.8,8.68,119.5
42204.496255,7.32,-40,12.4,-75.3,8.59,120.7
42204.496266,,-40,12.6,-74.5,8.74,121.5
42204.496278,7.32,-39,12.2,-74.2,8.21,120.5
42204.49629,7.32,-39,12.2,-74,8.2,120.6
42204.496302,7.21,-38,11.8,-73.3,7.84,120.5
42204.496313,7.21,-38,11.9,-73.2,7.91,120.7
42204.496325,,-38,12,-73,8,120.8
42204.496337,6.99,-38,11.8,-72.3,7.91,120.7
42204.496348,6.99,-39,11.9,-73.1,8.12,117.8
42204.49636,6.88,-39,12,-72.4,8.23,118.6
42204.496372,6.88,-41,12.1,-74,8.42,115.6
42204.496384,,-40,12.1,-72.5,8.28,118
42204.496395,6.77,-40,11.5,-72.9,7.74,117.4
42204.496407,6.77,-39,11.4,-72.4,7.59,117
42204.496419,6.77,-37,11,-70.2,7.13,119.6
42204.49643,6.77,-36,11.1,-68.9,7.16,121.1
42204.496442,,-37,11.5,-69.5,7.58,120.4
42204.496454,6.77,-37,11.7,-69,7.74,119.8
42204.496465,6.66,-36,11.6,-67.9,7.6,120
42204.496477,6.66,-36,11.5,-67.8,7.56,119.2
42204.496489,6.55,-35,12,-64.2,7.93,123.8
42204.4965,,-34,12.1,-62.7,7.94,125.3
42204.496512,6.44,-36,11.8,-66,7.89,121
42204.496523,6.44,-34,11.6,-64.2,7.52,123
42204.496535,6.44,-34,11.8,-63,7.76,124.2
42204.496547,6.44,-35,11.7,-64.7,7.74,121.4
42204.496559,,-37,11.8,-67.3,7.94,118.5
42204.49657,6.55,-38,12,-68.7,8.18,117.1
42204.496582,6.55,-37,11.8,-68.5,7.94,118.5
42204.496594,6.55,-36,11.5,-67.3,7.6,118.8
42204.496605,6.66,-36,11.5,-68,7.56,118
42204.496617,,-36,11.3,-68,7.36,118
42204.496629,6.66,-38,11.7,-70.1,7.89,117.7
42204.49664,6.77,-38,11.9,-69.8,7.98,115.9
42204.496652,6.77,-37,11.7,-69.5,7.77,116.4
42204.496664,6.77,-38,11.5,-71.1,7.66,114.7
42204.496676,,-38,11.4,-70.9,7.57,114.8
42204.496687,6.77,-39,11.4,-72.6,7.68,113
42204.496699,6.66,-38,11.3,-71.1,7.52,115.9
42204.496711,6.66,-35,12,-65,7.87,121.8
42204.496722,6.55,-34,12.4,-61.4,8.19,124.4
42204.496734,,-34,12.7,-60.1,8.43,125.4
42204.496746,6.55,-34,12.9,-59.8,8.63,125.8
42204.496757,6.66,-32,12.6,-58.5,8.09,128.1
42204.496769,6.66,-34,12.8,-59.7,8.38,126.5
42204.496781,6.66,-36,12.3,-63.4,8.8,122.5
42204.496793,,-36,12.3,-64.6,8.12,122.7
42204.496804,6.66,-37,11.5,-68.5,7.55,120.2
42204.496816,6.55,-39,11.4,-69.6,7.66,117.3
42204.496828,6.44,-39,11.4,-70.9,7.81,116.1
42204.496839,6.33,-40,11.7,-71.8,8.29,114.6
42204.496851,,-40,11.7,-71.9,8.33,115.6
42204.496863,6.33,-39,11.8,-70,8.25,115.3
42204.496875,6.22,-41,12.3,-69,8.85,116
42204.496886,6.33,-41,12.3,-70.1,8.76,115.6
42204.496898,6.33,-36,12.2,-64.5,8.26,121.6
42204.496909,6.33,-36,12.2,-65.1,8.43,120.4
42204.496921,,-34,12.2,-62,8.24,123.5
42204.496933,6.44,-34,12,-62.6,7.96,123.7
42204.496945,6.44,-34,12,-62.8,7.96,123.3
42204.496956,6.44,-33,12.4,-59.2,8.13,126.6
42204.496968,6.55,-33,12.4,-59.8,8.1,126
42204.49698,,-33,13,-58.1,8.61,127.6
42204.496991,6.55,-34,13.1,-58.9,8.77,127.6
42204.497003,6.66,-34,13.2,-59,8.78,127.3
42204.497015,6.66,-33,13.2,-57.6,8.67,130.9
42204.497027,6.66,-33,13.2,-57.9,8.71,129.6
42204.497038,6.66,-33,13.2,-58.1,8.73,129.5
42204.49705,,-35,13.2,-61.7,9.04,125.2
42204.497062,6.66,-34,12.8,-63.5,8.75,124.2
42204.497073,6.55,-35,12.2,-67.9,8.57,120.8
42204.497085,6.55,-37,12.2,-70.3,8.8,117.3
42204.497097,6.55,-37,12.2,-71.4,8.95,114.7
42204.497109,,-37,12.5,-70.6,9.18,116.4
42204.49712,6.55,-36,12.3,-69.8,8.86,115.1
42204.497132,6.66,-36,13.9,-64.7,10.17,120.3
42204.497144,6.77,-36,14.8,-62.2,10.78,124.4
42204.497155,6.88,-35,14.5,-62.2,10.76,124.3
42204.497167,6.99,-36,14.3,-63.6,10.3,123.9
42204.497179,,-37,14.2,-65.5,10.21,121.8
42204.49719,7.1,-37,13.8,-67,9.75,122.3
42204.497202,7.21,-35,14.2,-63.1,9.69,124.9
42204.497214,7.21,-34,14.2,-61.8,9.63,124.1
42204.497226,7.21,-33,13.7,-62,9.16,125.3
42204.497237,,-33,13.8,-61.1,9.17,124.8
42204.497249,7.21,-34,13.9,-62.8,9.43,123.3
42204.497261,7.1,-34,14,-61.2,9.48,124.7
42204.497272,7.1,-34,14.4,-60,9.82,124.7
42204.497284,7.1,-32,14.7,-56.1,9.85,129.5
42204.497296,6.99,-32,14.4,-57,9.57,126.6
42204.497308,,-33,14.7,-56.9,9.98,125.6
42204.497319,6.99,-33,14.9,-56.3,10.16,129.2
42204.497331,6.99,-34,14,-60.2,9.4,125.2
42204.497343,6.99,-32,13.4,-59.4,8.81,128.7
42204.497354,6.99,-30,13.3,-58.3,8.72,131.5
42204.497366,,-30,12.7,-61.8,8.39,127.7
42204.497378,6.77,-31,12.9,-62,8.83,125.7
42204.497389,6.66,-33,13.4,-63.2,9.67,124.7
42204.497401,,,,,,
42204.497413,,,,,,
42204.497424,6.66,-34,13.7,-61.5,9.63,123.2
42204.497436,6.66,-36,13.7,-64.6,9.85,124.3
42204.497448,,-37,13.3,-66.5,9.54,122.2
42204.49746,6.77,-36,13.2,-66.9,9.43,125.4
42204.497471,6.88,-35,12.7,-66.7,8.65,125
42204.497483,6.88,-35,13,-66,8.99,125.9
42204.497494,6.99,-34,12.6,-66.7,8.51,127.3
42204.497506,,-34,12.3,-67.8,8.24,126.3
42204.497518,7.1,-35,12.3,-70.6,8.45,123.8
42204.49753,7.1,-35,12.2,-70.8,8.33,122.5
42204.497541,7.21,-35,12.7,-69.8,8.75,123.4
42204.497553,7.21,-35,13.3,-67.7,9.26,126.4
42204.497565,,-35,13.3,-67.7,9.25,125.3
42204.497577,7.32,-33,13.3,-66.6,9.16,125.8
42204.497588,7.32,-33,13.1,-67.9,9.08,123.7
42204.4976,7.32,-33,13.2,-67.9,9.24,122.7
42204.497612,7.32,-33,13.2,-67.9,9.23,120.7
42204.497623,,-34,13.5,-68.4,9.67,119.1
42204.497635,7.32,-35,13.4,-69.9,9.67,119.6
42204.497647,7.32,-34,13.3,-69,9.42,118.5
42204.497659,,,,,,
42204.49767,,,,,,
42204.497682,,,,,,
42204.497694,,,,,,
42204.497705,7.43,-33,13.7,-66.9,9.67,119.4
42204.497717,7.54,-36,13,-73.6,9.38,112.8
42204.497729,,-30,13,-67,8.84,121
42204.49774,7.54,-33,13.4,-68.6,9.38,118.9
42204.497752,7.54,-34,13.8,-68.4,9.84,118
42204.497764,7.54,-35,13.6,-69.9,9.66,117.3
42204.497776,7.54,-35,13.3,-71.2,9.48,117.2
42204.497787,,-34,13.6,-68.2,9.45,118.8
42204.497799,7.65,-35,13.5,-70.9,9.57,115.3
42204.497811,7.65,-35,13.8,-70.1,9.7,117
42204.497823,7.65,-35,13.8,-69.6,9.76,117.4
42204.497834,7.54,-36,13.7,-69.7,9.63,117.4
42204.497846,,-36,13.7,-70.3,9.74,118.7
42204.497858,7.54,-36,13.5,-71,9.6,117.1
42204.497869,7.43,-32,13.3,-71.6,9.71,116.8
42204.497881,7.43,-32,13.3,-66.7,9.15,121.8
42204.497893,7.43,-34,13.9,-67.3,9.92,119.9
42204.497904,7.43,-34,13.9,-66.8,9.78,120.2
42204.497916,,-35,13.7,-68.9,9.76,118.3
42204.497928,7.32,-35,13.6,-68.5,9.63,117.7
42204.497939,7.43,-35,13.6,-69.2,9.69,115
42204.497951,7.43,-35,13.9,-67.7,9.87,116.2
42204.497963,7.43,-35,13.9,-67.6,9.81,114.2
42204.497975,,-35,13.9,-68,9.88,113.9
42204.497986,7.54,-35,13.8,-68.4,9.67,114.3
42204.497998,7.54,-36,13.8,-68.6,9.71,115
42204.49801,7.54,-36,13.9,-68.9,9.77,115.7
42204.498022,7.43,-37,13.8,-69.6,9.82,113.9
42204.498033,7.32,-37,13.8,-69.7,9.79,113.8
42204.498045,,-37,14.2,-67.7,10.19,117.8
42204.498057,7.32,-36,14,-67.2,9.89,118.4
42204.498068,7.32,-36,13.7,-68.5,9.71,118.2
42204.49808,7.32,-36,14.3,-66.4,10.17,120.3
42204.498092,7.32,-36,14.3,-66.5,10.22,121.1
42204.498103,,-38,13.9,-70.4,10.24,117.4
42204.498115,7.43,-38,13.6,-72.7,10,116.4
42204.498127,7.43,-36,13.5,-70.5,9.66,118.7
42204.498139,7.43,-37,13.1,-73,9.44,115.1
42204.49815,7.43,-39,13.1,-71.9,9.15,114.8
42204.498162,7.43,-40,12.9,-76.2,9.38,113.5
42204.498174,,-40,12.9,-75.8,9.27,113.8
42204.498185,7.43,-41,13,-76.5,9.41,113
42204.498197,7.43,-41,13,-76.5,9.41,114
42204.498209,7.43,-40,13,-76.7,9.48,112.9
42204.498221,7.43,-39,12.8,-75.4,9.18,114.5
42204.498232,,-40,13.1,-75.4,9.53,114.4
42204.498244,7.43,-39,12.8,-74.8,9.03,113.8
42204.498256,7.43,-40,12.9,-75.6,9.26,113
42204.498267,7.43,-40,12.7,-75.8,8.95,112.5
42204.498279,7.43,-40,13.1,-75.1,9.42,114.5
42204.498291,,-41,12.5,-78.3,9.02,110.1
42204.498302,7.43,-41,12.4,-78.2,8.9,110.1
42204.498314,7.43,-42,12.4,-79.2,9.01,109.1
42204.498326,7.43,-43,12.3,-80.9,9.1,108.5
42204.498338,7.43,-43,12,-82.2,8.92,105.3
42204.498349,7.32,-44,12.2,-82.7,9.3,105.9
42204.498361,,-45,12.6,-82.5,9.74,106.3
42204.498373,7.32,-46,12.8,-83.3,10.12,103.6
42204.498384,7.32,-46,12.7,-83.9,10.16,103.2
42204.498396,7.32,-47,12.5,-85,9.91,103.7
42204.498408,7.32,-47,12.4,-85.4,9.82,103.4
42204.498419,,-47,12.3,-85.4,9.69,105.3
42204.498431,7.43,-48,12,-87.3,9.32,101.9
42204.498443,7.43,-47,12,-86.1,9.16,104
42204.498455,7.54,-46,11.8,-85.9,8.84,104
42204.498466,7.54,-45,11.3,-86.7,8.34,103.3
42204.498478,,-45,11.3,-86.9,8.44,104.3
42204.49849,7.43,-46,11.3,-87.5,8.62,102.8
42204.498501,7.43,-45,11,-88.1,8.33,101.3
42204.498513,7.43,-44,11.1,-86.4,8.32,102.1
42204.498525,7.43,-41,11.5,-81.9,8.36,107.7
42204.498536,,-39,12.1,-77.1,8.51,113.5
42204.498548,7.43,-41,12.6,-77.6,9.06,112.8
42204.49856,7.43,-40,13.1,-74.7,9.36,115.7
42204.498571,7.54,-39,13.2,-74.1,9.34,115.4
42204.498583,7.54,-39,12.8,-75.5,9.02,115.1
42204.498595,,-40,12.9,-76.1,9.16,115.3
42204.498607,7.54,-39,12.9,-75,9.08,114.5
42204.498618,7.54,-39,12.9,-75.5,9.19,115.2
42204.49863,7.43,-35,13,-69.9,8.92,123.1
42204.498642,7.43,-37,13,-72.3,9.11,118.6
42204.498653,,-38,13.1,-73.6,9.39,117.4
42204.498665,7.32,-39,12.8,-74.9,9.22,115
42204.498677,7.32,-38,12.9,-73.1,9.1,116.8
42204.498689,7.32,-38,12.6,-74.1,8.89,115.8
42204.4987,7.32,-38,12.8,-73.6,9.11,117.4
42204.498712,,-37,12.8,-72.2,8.95,117.7
42204.498723,7.32,-37,13,-71.8,9.17,117.2
42204.498735,7.43,-37,12.7,-73.5,8.89,116.4
42204.498747,7.43,-36,12.1,-73.4,8.15,115.1
42204.498759,7.43,-39,11.8,-77.4,8.08,110.7
42204.498771,,-40,12.3,-76.4,8.54,112.5
42204.498782,7.43,-38,12.3,-74.2,8.35,114.9
42204.498794,7.43,-36,11.9,-73.9,7.82,115.4
42204.498806,7.43,-35,11.7,-71.9,7.55,117.4
42204.498817,7.32,-36,11.9,-72,7.78,117.2
42204.498829,,-36,12.1,-71.4,7.95,117.8
42204.498841,7.32,-35,12.1,-69.4,7.76,119.7
42204.498852,7.32,-36,12.2,-70.7,8.03,117.3
42204.498864,7.32,-35,11.8,-69.9,7.53,118
42204.498876,7.32,-37,11.7,-74.5,7.85,114
42204.498887,,-37,11.7,-74.4,7.81,113.8
42204.498899,7.21,-38,11.8,-75.5,8.18,114.1
42204.498911,7.1,-38,12.1,-75.3,8.51,112.5
42204.498922,7.1,-38,12.1,-74.2,8.49,113.6
42204.498934,6.99,-36,11.9,-71.7,8.12,115.2
42204.498946,6.99,-36,11.9,-71.6,8.08,115.3
42204.498958,,-37,11.7,-73,7.94,113.6
42204.498969,6.99,-39,12.4,-71.3,8.55,115.7
42204.498981,6.99,-39,12.4,-72.1,8.57,115.8
42204.498993,7.1,-40,12.5,-73.1,8.64,114.6
42204.499004,7.1,-40,12.5,-72.8,8.59,114.7
42204.499016,,-40,12.7,-72.5,8.82,116.2
42204.499028,7.1,-40,11.8,-76.3,8.14,111.7
42204.49904,7.1,-37,11.5,-76.2,8.23,109.9
42204.499051,7.1,-37,11.4,-73.6,7.59,112.7
42204.499063,6.99,-37,11.4,-72.4,7.58,112.8
42204.499075,,-37,11.4,-71.7,7.48,113.2
42204.499086,6.88,-35,12.2,-67.2,8.08,120.1
42204.499098,6.88,-34,11.7,-68.6,7.63,118
42204.49911,6.77,-33,11.4,-68.8,7.59,118.9
42204.499122,6.77,-32,12.3,-64.4,8.31,121.6
42204.499133,6.77,-32,12.3,-66.8,8.57,118.5
42204.499145,,-34,12.8,-67.6,9.22,117.2
42204.499157,6.77,-31,13.4,-62.3,9.41,122.9
42204.499168,6.88,-31,12.7,-64.7,8.78,119.3
42204.49918,7.1,-31,13.4,-62.2,9.14,122.4
42204.499192,7.1,-31,13.4,-61.5,9,123.5
42204.499203,,-37,12.7,-71.8,9.02,117.3
42204.499215,7.1,-35,12.9,-68.9,8.96,119.4
42204.499227,7.1,-36,12.6,-71.3,8.88,115.1
42204.499238,7.1,-37,12.8,-71.7,9.2,115.6
42204.49925,7.21,-38,12.6,-73.9,9.03,113.2
42204.499262,7.21,-39,12.4,-75.8,8.97,111.3
42204.499274,,-37,12.7,-72.3,8.96,113.7
42204.499285,7.32,-37,12.6,-72.8,8.77,113
42204.499297,7.32,-36,12.8,-70.5,8.73,115.2
42204.499309,7.32,-34,13,-67.1,8.65,119.5
42204.49932,7.32,-34,13,-66.5,8.61,119.9
42204.499332,,-34,13.8,-63.6,9.3,121.7
42204.499344,7.21,-34,13.9,-62.8,9.43,123.3
42204.499355,7.21,-32,13.6,-60.9,8.91,125.3
42204.499367,7.21,-31,13.1,-60.9,8.4,125.3
42204.499379,7.21,-33,13.4,-62.8,8.89,123.4
42204.49939,7.21,-35,14,-63.3,9.62,123.8
42204.499402,,-34,13.7,-62.9,9.19,123.1
42204.499414,7.21,-34,13.4,-65.1,9.09,122.5
42204.499425,7.21,-34,13.6,-65.3,9.41,122.6
42204.499437,7.21,-34,13.8,-65.2,9.65,121.7
42204.499449,7.21,-33,13.9,-63.5,9.63,123.4
42204.499461,,-33,14,-63.3,9.72,122.5
42204.499472,7.1,-33,14.1,-62.9,9.91,123.1
42204.499484,7.1,-33,14.1,-62.4,9.84,122.4
42204.499496,7.1,-35,14.1,-65.1,10.07,120.7
42204.499508,7.1,-36,14.1,-65.9,10.08,119.8
42204.499519,,-35,14.5,-63.6,10.38,123.1
42204.499531,7.1,-34,14.4,-63.4,10.34,123.6
42204.499543,7.21,-34,13.9,-65.3,9.85,119.6
42204.499554,7.21,-33,14.3,-63.8,10.23,121.5
42204.499566,7.32,-34,14.2,-65.1,10.07,118.7
42204.499578,,-35,14.5,-65.2,10.42,119.6
42204.499589,7.32,-35,14,-66.5,9.89,118.2
42204.499601,7.32,-35,13.7,-67,9.56,118.6
42204.499613,7.32,-35,13,-69.2,8.93,117.7
42204.499625,7.21,-36,13.1,-69.6,9.18,117.3
42204.499636,,-40,12.2,-77.4,8.86,110.5
42204.499648,7.21,-40,12.2,-77.6,8.94,111.5
42204.49966,7.21,-42,12.2,-79.7,9.17,108.3
42204.499671,,,,,,
42204.499683,7.21,-43,11.7,-81.5,8.58,106.9
42204.499695,7.21,-39,12,-75.7,8.4,113.7
42204.499706,,-41,12.1,-77.7,8.66,111.7
42204.499718,7.32,-40,11.8,-78.1,8.26,111.2
42204.49973,7.32,-38,11.6,-77.2,7.94,111.3
42204.499741,7.32,-36,12,-73.5,8.14,115.3
42204.499753,7.21,-37,12.5,-72.5,8.73,116.4
42204.499765,,-37,12.9,-72,9.23,116.2
42204.499776,7.21,-36,13,-71.7,9.45,115.9
42204.499788,7.1,-36,13.1,-71.2,9.63,116.7
42204.4998,7.1,-36,13.1,-71.2,9.62,113.6
42204.499812,7.1,-36,13.2,-70.9,9.7,112.8
42204.499823,,-37,13.5,-71.3,10.15,112.4
42204.499835,7.21,-38,13.7,-71.4,10.2,111.8
42204.499847,7.21,-38,13.9,-70.6,10.32,116.4
42204.499859,7.21,-38,13.6,-71.7,10.08,115.5
42204.49987,7.32,-40,13,-76.7,9.78,107.6
42204.499882,,-38,13,-74.9,9.69,110.7
42204.499894,7.32,-38,13,-75.8,9.9,111.1
42204.499906,7.43,-40,12.9,-77.8,9.81,105.6
42204.499917,,,,,,
42204.499929,,-41,13.5,,,105.3
42204.499941,7.43,-41,13.5,-76.3,10.19,106.6
42204.499952,7.54,-39,13.4,-75.4,9.9,108.7
42204.499964,,-39,13.4,-75.2,9.89,108.8
42204.499976,7.54,-41,13.3,-78,10.09,107.2
42204.499988,7.54,-40,13.2,-77.4,9.92,108.8
42204.499999,7.54,-40,13.2,-77.8,10.05,108.6
42204.500011,7.54,-38,12.5,-78.9,9.49,107
42204.500023,7.54,-38,12.5,-79,9.6,105
42204.500035,,-37,12.8,-77.1,9.75,105.9
42204.500046,7.54,-39,14.1,-74.9,11.11,105.9
42204.500058,,-39,14,-73.8,10.8,105.3
42204.50007,7.54,-41,13.8,-76,10.62,104.9
42204.500082,7.54,-43,13.8,-78.2,10.81,102.7
42204.500093,7.65,-44,13.5,-77.9,10.49,105.5
42204.500105,7.65,-44,13.5,-80.1,10.33,103.4
42204.500117,,-42,13.2,-77.8,9.52,106.2
42204.500128,7.65,-40,12.8,-77.6,9.49,106.5
42204.50014,7.65,-37,12.5,-74.9,8.48,109.5
42204.500152,7.65,-35,12.4,-73.1,8.27,112.5
42204.500163,7.54,-35,12.4,-72.6,8.37,113.3
42204.500175,,-34,12.8,-69.9,8.58,116
42204.500187,,-36,13,-71.6,9.02,114.3
42204.500198,7.43,-38,13.6,-71.5,9.79,115.3
42204.50021,7.32,-39,13.4,-73.7,9.93,113.4
42204.500222,7.32,-39,14,-72.2,10.48,114
42204.500234,7.32,-38,15,-71.5,10.4,114.4
42204.500245,,-38,14.4,-67.8,10.48,119.6
42204.500257,7.32,-38,14.2,-68.6,10.26,117.7
42204.500269,7.43,-37,13.8,-69.9,9.83,116.8
42204.50028,7.43,-35,13.5,-69.6,9.56,116.6
42204.500292,7.43,-35,13.7,-70.2,9.74,114.2
42204.500304,7.43,-35,15.1,-66.1,11.25,116.3
42204.500316,,-34,14.4,-65,10.33,115.9
42204.500327,7.54,-36,14.7,-66.4,10.54,111.9
42204.500339,7.54,-38,15,-67.3,10.89,112.7
42204.500351,7.54,-38,14.9,-66.9,10.67,113.9
42204.500362,7.54,-37,14.7,-66.8,10.47,114.2
42204.500374,,-36,14.8,-65.5,10.45,114.6
42204.500386,7.54,-36,14.3,-67.7,10.15,111.7
42204.500398,7.54,-36,14.2,-68.5,10.16,112.2
42204.500409,7.43,-35,14.1,-66.7,9.91,112.8
42204.500421,7.43,-36,14,-67.6,9.82,111.7
42204.500433,7.32,-36,14,-67.8,9.86,111.6
42204.500445,,-34,13.6,-65.7,9.32,112.8
42204.500456,7.32,-36,13,-69.6,8.9,109.7
42204.500468,7.32,-35,13,-67.8,8.67,111.3
42204.50048,7.32,-38,13.5,-69.7,9.38,111.2
42204.500491,7.32,-40,13.3,-73,9.45,108
42204.500503,,-38,12.8,-72.7,8.93,110.7
42204.500515,7.32,-35,12.5,-71.2,8.58,112.9
42204.500526,7.32,-35,12.8,-71.1,9.01,111.4
42204.500538,7.32,-33,13.3,-67.8,9.36,113.8
42204.50055,7.32,-34,14,-67.1,10.19,113.2
42204.500562,,-35,14.1,-67.5,10.3,110.6
